tr|H3DRA4|H3DRA4_TETNG
DAniello2015_ops8_Ptychodera_flava
TRY72607.1
XP_011302802.1
AAQ54660.1
KXJ28235.1
XP_028577840.1
KMQ83080.1
OWK08139.1
XP_032622417.1
EPB74580.1
Pdu-Peropsin2
XP_009464753.1
AFK83789.1
AIZ50543.1
KAF1390380.1
EMP28593.1
XP_007896571.1
XP_010876718.2
KXJ28235.1
TRY72607.1
XP_011302802.1
tr|H3DRA4|H3DRA4_TETNG
DAniello2015_ops8_Ptychodera_flava
tr|A0A452GLS0|A0A452GLS0_9SAUR
XP_029512297.1
JAN74910.1
