ADC20571.1	N/A	0.0
AKX79698.1	N/A	0.0
AAB11122.1	N/A	0.0
ADL74427.1	N/A	2.38e-104
AKX79760.1	N/A	2.54e-104
AAE68759.1	N/A	4.14e-104
AAE36276.1	N/A	5.01e-102
AKX79696.1	N/A	3.43e-95
AKX31094.1	N/A	5.35e-95
ADC20569.1	N/A	1.02e-94
AAB11119.1	N/A	5.69e-94
QHZ84220.1	N/A	3.58e-93
ADC20568.1	N/A	7.74e-93
AKX79890.1	N/A	1.89e-87
AAB11120.1	N/A	3.34e-74
AAB11121.1	N/A	1.81e-72
AJL53160.1	N/A	9.97e-69
AJL53161.1	N/A	8.18e-63
ATK99513.1	N/A	1.69e-52
AAN21183.1	N/A	3.78e-34
AKX79699.1	N/A	1.67e-33
ACE20852.1	N/A	1.82e-33
AKX79702.1	N/A	1.35e-32
CAD79754.1	N/A	4.33e-31
AAN21180.1	N/A	9.07e-31
QFN26139.1	N/A	9.35e-31
CAD69354.1	N/A	1.20e-30
AKX79700.1	N/A	2.05e-30
AAN21181.1	N/A	2.04e-29
ACQ18373.1	N/A	8.25e-29
AKX79762.1	N/A	1.51e-27
AAE28182.1	N/A	5.96e-25
AQN59630.1	N/A	8.26e-25
ATL08320.1	N/A	2.40e-24
AAW13848.1	N/A	3.92e-24
ABH71886.1	N/A	4.00e-24
AZK07850.1	N/A	4.75e-24
AAB54703.1	N/A	5.92e-24
ACC29799.1	N/A	6.05e-24
AAB42859.1	N/A	6.90e-24
AAE45724.1	N/A	7.02e-24
ADC20444.1	N/A	1.27e-23
AHE03245.1	N/A	2.83e-23
AKX79124.1	N/A	5.47e-23
AZK07848.1	N/A	8.58e-23
AJL27608.1	N/A	1.85e-22
ACC29800.1	N/A	2.22e-22
ABJ39408.1	N/A	8.03e-22
AKX79125.1	N/A	1.46e-21
CAD79755.1	N/A	4.17e-21
ABJ39572.1	N/A	7.53e-21
AZK07847.1	N/A	8.48e-21
AAE41201.1	N/A	1.76e-20
AZK07851.1	N/A	1.21e-19
AAW99688.1	N/A	3.35e-19
CAC88307.1	N/A	4.84e-19
AAW99687.1	N/A	5.81e-19
AAW10830.1	N/A	8.38e-19
AAW10832.1	N/A	9.09e-19
AAE77741.1	N/A	1.68e-18
AZK07849.1	N/A	2.15e-18
AAE56970.1	N/A	5.69e-18
AAW10831.1	N/A	6.53e-18
AKX79779.1	N/A	8.53e-18
AAE68758.1	N/A	1.58e-17
AVB90408.1	N/A	2.09e-17
AAW99690.1	N/A	4.12e-17
AAR66516.1	N/A	5.54e-17
AHE03244.1	N/A	5.59e-17
AAR66517.1	N/A	6.67e-17
AAE47533.1	N/A	1.79e-16
AKX79780.1	N/A	2.52e-16
AAQ27076.1	N/A	2.62e-16
AAE32940.1	N/A	2.77e-16
AAQ32103.1	N/A	4.20e-16
AAN20094.1	N/A	5.92e-16
AAB11111.1	N/A	6.21e-16
ABW65081.1	N/A	6.24e-16
AAE75787.1	N/A	7.22e-16
ABW65077.1	N/A	7.29e-16
AAE56971.1	N/A	8.17e-16
AAE50237.1	N/A	1.06e-15
AAE81203.1	N/A	1.13e-15
AAB78704.1	N/A	1.17e-15
AMF21933.1	N/A	1.23e-15
AMF21931.1	N/A	1.68e-15
AAE81200.1	N/A	2.11e-15
AAE36274.1	N/A	4.18e-15
AAE56972.1	N/A	4.22e-15
AAB11135.1	N/A	4.51e-15
AKX79782.1	N/A	5.55e-15
ABH71889.1	N/A	5.62e-15
AKX79778.1	N/A	6.72e-15
CAD79723.1	N/A	7.15e-15
AKX79861.1	N/A	7.48e-15
AKX31091.1	N/A	9.12e-15
AAW99685.1	N/A	9.17e-15
AAW99686.1	N/A	9.73e-15
AAB11112.1	N/A	9.92e-15
ACC19101.1	N/A	1.28e-14
ADI53415.1	N/A	1.45e-14
AAB54702.1	N/A	1.47e-14
ADS78964.1	N/A	1.52e-14
AAR66465.1	N/A	1.83e-14
AAB11113.1	N/A	1.84e-14
AAR66466.1	N/A	1.85e-14
ACE46339.1	N/A	1.85e-14
AAR66467.1	N/A	1.88e-14
AAR66464.1	N/A	1.97e-14
AAA95714.1	N/A	1.98e-14
AHE20048.1	N/A	2.13e-14
ABA32566.1	N/A	2.25e-14
AAE81199.1	N/A	2.85e-14
AKX79244.1	N/A	3.43e-14
ABJ39412.1	N/A	3.53e-14
AAB44816.1	N/A	3.54e-14
AAQ27077.1	N/A	3.56e-14
ATK99320.1	N/A	3.58e-14
AAW10820.1	N/A	3.95e-14
AAU99721.1	N/A	4.84e-14
AJN70157.1	N/A	6.18e-14
AKX79246.1	N/A	6.28e-14
CAD69521.1	N/A	7.36e-14
AJN70158.1	N/A	1.14e-13
ADS38939.1	N/A	1.26e-13
AAE68755.1	N/A	1.34e-13
AJN70182.1	N/A	1.49e-13
AAE44539.1	N/A	1.65e-13
AAE64153.1	N/A	2.11e-13
AGN58044.1	N/A	2.30e-13
AJN70180.1	N/A	3.04e-13
AGN05815.1	N/A	3.14e-13
AAP00867.1	N/A	3.16e-13
AAW10839.1	N/A	3.30e-13
ADA06529.1	N/A	4.28e-13
AKX79774.1	N/A	4.79e-13
AAN20267.1	N/A	8.78e-13
AJL27791.1	N/A	1.01e-12
AAE47535.1	N/A	1.03e-12
AAR66468.1	N/A	1.04e-12
ABL16196.1	N/A	1.07e-12
AAY08129.1	N/A	1.09e-12
AAW10843.1	N/A	1.10e-12
AVB90433.1	N/A	1.27e-12
AAA71725.1	N/A	1.44e-12
ABZ32159.1	N/A	1.58e-12
AAE32351.1	N/A	1.63e-12
AAA71726.1	N/A	1.70e-12
CAA02440.1	N/A	1.93e-12
AEC33399.1	N/A	2.07e-12
AAW10852.1	N/A	2.07e-12
AAE33831.1	N/A	2.07e-12
AAE03538.1	N/A	2.08e-12
AJN70139.1	N/A	2.13e-12
AAR66472.1	N/A	2.24e-12
AAA94903.1	N/A	2.32e-12
AAC88914.1	N/A	2.53e-12
ACC29782.1	N/A	2.72e-12
AAE36277.1	N/A	2.76e-12
AAR66479.1	N/A	2.91e-12
AAB78701.1	N/A	3.01e-12
AAE68757.1	N/A	3.04e-12
ACC29781.1	N/A	3.11e-12
ABU39291.1	N/A	3.12e-12
AAE16338.1	N/A	3.18e-12
AAE33830.1	N/A	3.22e-12
ACC29783.1	N/A	3.23e-12
AAW10793.1	N/A	3.47e-12
AAW10838.1	N/A	4.47e-12
ABW65083.1	N/A	4.87e-12
AAB54704.1	N/A	4.90e-12
AKX79640.1	N/A	1.01e-11
AAE86872.1	N/A	1.12e-11
AAE72278.1	N/A	1.24e-11
AKX79732.1	N/A	1.46e-11
ATL07956.1	N/A	1.50e-11
ABW65082.1	N/A	1.53e-11
AAB44811.1	N/A	1.53e-11
ABI05744.1	N/A	2.00e-11
AAR66556.1	N/A	2.04e-11
AEC33406.1	N/A	2.35e-11
ATK99671.1	N/A	2.50e-11
AAE56966.1	N/A	2.57e-11
AAE72279.1	N/A	2.81e-11
AED76868.1	N/A	2.95e-11
ABI06291.1	N/A	2.96e-11
AAE00129.1	N/A	3.04e-11
AAA71727.1	N/A	3.08e-11
AAW10856.1	N/A	3.09e-11
AKX79311.1	N/A	3.14e-11
AJN70138.1	N/A	3.34e-11
QFN40760.1	N/A	3.37e-11
AAR66478.1	N/A	3.50e-11
AAN20116.1	N/A	3.67e-11
AAS22741.1	N/A	3.82e-11
AAR66512.1	N/A	3.94e-11
AAP00868.1	N/A	4.03e-11
AAP00869.1	N/A	4.45e-11
AAR64246.1	N/A	4.86e-11
AAN21182.1	N/A	5.01e-11
AAW10842.1	N/A	5.11e-11
CAA03542.1	N/A	5.21e-11
AAR66511.1	N/A	5.34e-11
AAX04516.1	N/A	5.61e-11
ABI05748.1	N/A	5.86e-11
AAP64836.1	N/A	5.88e-11
AAE56974.1	N/A	6.06e-11
AAE38413.1	N/A	6.10e-11
AAE00128.1	N/A	6.45e-11
AAP64802.1	N/A	7.40e-11
AAR78376.1	N/A	8.64e-11
AAR66480.1	N/A	8.70e-11
AAE82804.1	N/A	8.98e-11
AAE16335.1	N/A	1.04e-10
ABI05746.1	N/A	1.07e-10
ABI05745.1	N/A	1.07e-10
AAC87330.1	N/A	1.11e-10
ABJ39576.1	N/A	1.12e-10
ABI05736.1	N/A	1.22e-10
ABJ42820.1	N/A	1.34e-10
AAR64250.1	N/A	1.35e-10
CCA64008.1	N/A	1.44e-10
ABA07296.1	N/A	1.45e-10
AAE37702.1	N/A	1.57e-10
AAR64249.1	N/A	1.59e-10
AAE36376.1	N/A	1.65e-10
ATL08381.1	N/A	1.65e-10
AAC87331.1	N/A	1.66e-10
QFN61651.1	N/A	1.83e-10
AAA71728.1	N/A	1.87e-10
AKX79337.1	N/A	1.96e-10
AAP02234.1	N/A	1.98e-10
AKX79729.1	N/A	2.09e-10
ABN15660.1	N/A	2.13e-10
ABI05750.1	N/A	2.17e-10
AKX79773.1	N/A	2.23e-10
AAR66469.1	N/A	2.32e-10
AAN20118.1	N/A	2.38e-10
ABJ47813.1	N/A	2.39e-10
AJN70185.1	N/A	2.47e-10
CAA03544.1	N/A	2.51e-10
ABJ42819.1	N/A	2.52e-10
AAS22742.1	N/A	2.56e-10
AJN70172.1	N/A	2.57e-10
ADI53420.1	N/A	2.58e-10
AJN70142.1	N/A	2.59e-10
AAX04511.1	N/A	2.65e-10
ABZ32945.1	N/A	2.68e-10
AKX79686.1	N/A	2.76e-10
ABZ32670.1	N/A	2.95e-10
AAN20117.1	N/A	2.99e-10
AKX79730.1	N/A	3.03e-10
AAE24400.1	N/A	3.07e-10
AAW10855.1	N/A	3.58e-10
AAR64252.1	N/A	3.62e-10
AVB90435.1	N/A	3.71e-10
ABH66171.1	N/A	3.81e-10
CAF04024.1	N/A	3.84e-10
ABJ42829.1	N/A	3.91e-10
CAD26816.1	N/A	4.07e-10
ABH81887.1	N/A	4.13e-10
ABH66173.1	N/A	4.44e-10
AAE82749.1	N/A	4.64e-10
AAE37456.1	N/A	4.67e-10
AAP02233.1	N/A	4.69e-10
AAB11093.1	N/A	4.69e-10
ABY00530.1	N/A	4.79e-10
ACP87503.1	N/A	4.79e-10
AAB72766.1	N/A	4.85e-10
ABH66174.1	N/A	4.99e-10
ABI05743.1	N/A	5.14e-10
AAB11138.1	N/A	5.19e-10
AAB56660.1	N/A	5.39e-10
AED44703.1	N/A	5.43e-10
AAE38050.1	N/A	5.60e-10
ARH80636.1	N/A	5.64e-10
QBC78241.1	N/A	5.74e-10
AAE37455.1	N/A	5.86e-10
AAE30716.1	N/A	5.98e-10
ABI07245.1	N/A	6.23e-10
AAW10860.1	N/A	6.34e-10
AOC26637.1	N/A	6.37e-10
ABH66172.1	N/A	6.58e-10
ABY15067.1	N/A	7.03e-10
AAR64251.1	N/A	7.07e-10
ABI05738.1	N/A	7.07e-10
AAP02232.1	N/A	7.10e-10
AAB72764.1	N/A	7.17e-10
AAM57771.1	N/A	7.22e-10
AAE30717.1	N/A	7.23e-10
AAB56661.1	N/A	7.38e-10
ABY15068.1	N/A	7.40e-10
AAW10834.1	N/A	7.70e-10
AAN96745.1	N/A	8.11e-10
AAE73559.1	N/A	8.13e-10
AAP00791.1	N/A	8.23e-10
AAU97547.1	N/A	8.35e-10
AAE86436.1	N/A	8.45e-10
AQN18801.1	N/A	8.61e-10
AAW10767.1	N/A	8.66e-10
AAC29964.1	N/A	8.81e-10
CAD88096.1	N/A	8.93e-10
AAP64852.1	N/A	9.04e-10
AAW10816.1	N/A	9.25e-10
AAP64815.1	N/A	9.27e-10
AAW10764.1	N/A	9.41e-10
ABH66163.1	N/A	9.41e-10
AAM17832.1	N/A	9.41e-10
AAE42133.1	N/A	9.52e-10
ABH66164.1	N/A	9.94e-10
ABW45113.1	N/A	1.04e-09
AJN70137.1	N/A	1.05e-09
AAE95965.1	N/A	1.07e-09
AKX79216.1	N/A	1.11e-09
AKX79309.1	N/A	1.15e-09
ABH71887.1	N/A	1.20e-09
ABS90788.1	N/A	1.25e-09
AAP64849.1	N/A	1.31e-09
AAW10770.1	N/A	1.33e-09
ACP57186.1	N/A	1.39e-09
AAU96176.1	N/A	1.39e-09
AAW10762.1	N/A	1.41e-09
AAW10761.1	N/A	1.41e-09
AAE81839.1	N/A	1.42e-09
ABA33590.1	N/A	1.48e-09
AAC29963.1	N/A	1.49e-09
AAU96177.1	N/A	1.54e-09
ABH66165.1	N/A	1.59e-09
AAE36420.1	N/A	1.60e-09
AQN59629.1	N/A	1.61e-09
AAE49219.1	N/A	1.62e-09
ATK99623.1	N/A	1.65e-09
AOC24124.1	N/A	1.66e-09
AME80574.1	N/A	1.68e-09
AED45549.1	N/A	1.69e-09
ABE24587.1	N/A	1.78e-09
ABT13184.1	N/A	1.79e-09
ABE20992.1	N/A	1.81e-09
ABT13178.1	N/A	1.82e-09
ACQ18392.1	N/A	1.89e-09
AQN59627.1	N/A	1.89e-09
ABE20991.1	N/A	1.98e-09
