SBS42146.1	N/A	5.62e-29
SBQ90499.1	N/A	8.87e-29
SBR48231.1	N/A	9.76e-29
HDA47995.1	N/A	3.14e-28
HCZ76028.1	N/A	1.34e-27
JAR85840.1	N/A	3.02e-27
JAV99628.1	N/A	4.42e-26
AFP07039.1	N/A	6.80e-24
SBP59874.1	N/A	1.17e-23
MBY04491.1	N/A	1.42e-23
SBP56639.1	N/A	6.31e-23
JAR50433.1	N/A	9.78e-23
SBR30450.1	N/A	3.75e-22
SBR90502.1	N/A	1.10e-21
SBP48421.1	N/A	1.14e-20
SBR08306.1	N/A	6.79e-20
SBP45098.1	N/A	7.07e-20
MOS16714.1	N/A	3.46e-19
AFM75824.1	N/A	1.79e-18
JAW06057.1	N/A	3.35e-18
ADD20084.1	N/A	4.27e-18
MBY06813.1	N/A	1.17e-17
JAR74781.1	N/A	1.61e-17
AHH39082.1	N/A	2.08e-16
JAN55116.1	N/A	2.16e-16
JAK80944.1	N/A	2.20e-16
SBR55865.1	N/A	2.65e-16
SBP57860.1	N/A	2.90e-16
JAA92594.1	N/A	3.02e-16
JAD07330.1	N/A	3.66e-16
JAR75737.1	N/A	3.68e-16
LAA07962.1	N/A	3.99e-16
JAC00790.1	N/A	4.71e-16
SBS44971.1	N/A	4.77e-16
SBQ63459.1	N/A	5.87e-16
JAQ25965.1	N/A	5.98e-16
MOS16298.1	N/A	6.30e-16
SBP43195.1	N/A	7.72e-16
JAN78261.1	N/A	8.62e-16
SBS42614.1	N/A	1.05e-15
JAO99223.1	N/A	1.57e-15
LAA07964.1	N/A	1.83e-15
JAR66174.1	N/A	1.95e-15
JAM45598.1	N/A	2.30e-15
JAL99112.1	N/A	2.56e-15
JAM22114.1	N/A	2.61e-15
JAO99224.1	N/A	2.97e-15
SBR45648.1	N/A	3.97e-15
SBR72480.1	N/A	6.22e-15
JAL96456.1	N/A	7.32e-15
JAN56157.1	N/A	9.34e-15
AFM43710.1	N/A	9.76e-15
AFP60345.1	N/A	1.05e-14
JAK29918.1	N/A	1.11e-14
JAI86207.1	N/A	1.18e-14
JAM81442.1	N/A	1.40e-14
JAK72910.1	N/A	1.70e-14
SBP02319.1	N/A	1.73e-14
AFP59838.1	N/A	1.93e-14
JAL99113.1	N/A	1.98e-14
JAK59004.1	N/A	2.01e-14
JAK94546.1	N/A	2.01e-14
JAN71070.1	N/A	2.18e-14
JAK79099.1	N/A	2.22e-14
JAN30481.1	N/A	2.37e-14
SBS57368.1	N/A	2.40e-14
JAL41176.1	N/A	2.69e-14
SBQ52259.1	N/A	2.73e-14
SBR43870.1	N/A	2.75e-14
JAN18937.1	N/A	3.28e-14
JAM83149.1	N/A	3.29e-14
JAK40072.1	N/A	3.54e-14
AFM43712.1	N/A	3.70e-14
SBP45186.1	N/A	4.00e-14
SBQ33110.1	N/A	4.16e-14
SBP18585.1	N/A	4.16e-14
JAL58138.1	N/A	4.31e-14
JAK96953.1	N/A	4.34e-14
JAM02016.1	N/A	4.62e-14
JAK79097.1	N/A	5.21e-14
JAN21733.1	N/A	6.29e-14
JAL96502.1	N/A	6.33e-14
JAK19572.1	N/A	6.73e-14
JAK80040.1	N/A	6.84e-14
JAJ48301.1	N/A	7.37e-14
JAM68504.1	N/A	7.42e-14
JAO32832.1	N/A	7.75e-14
SBR48427.1	N/A	8.00e-14
